title,date,specimenId,species,sex,abdomenStatus,morphSpecies,morphSex,morphAbdomenStatus,morphNotes,country,district,site,image,yolovConfidenceLevel,imageZoomed,status,latitude,longitude,cityName,deviceInUse,phoneInUse,deviceId,localId,collectionMethod,createdAt,hardware,isCompleted,name,notes,updatedAt
Lira03BJ-03,9/1/23,JOL012_01,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-12-48.808-f67276ffbafcaa8b-30-358.jpg,0.65,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:358,Pyrethroid Spray Catch (PSC),2023-01-09T18:13:17.710Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:13:17.710Z
LIRA-05BJ-02,11/1/23,JOL012_01,Other,Female,UF - Unfed,,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-17-57-23.189-459d004632e3d0c1-9-119.jpg,0.86,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.457638889,Human Landing Catch (HLC),2023-01-11T17:57:43.164Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T17:57:43.164Z
Lira03BJ-03,9/1/23,JOL012_02,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-13-53-10.981-f67276ffbafcaa8b-30-359.jpg,0.87,Yes,Fresh,,,,,,f67276ffbafcaa8b:afe9ebb6-c589-4109-a3d2-4da1726fbd5b,30:359,Pyrethroid Spray Catch (PSC),2023-01-09T13:54:20.949Z,VectorCam V2,FALSE,Jovan,,2023-01-09T13:54:20.949Z
Lira03BJ-03,9/1/23,JOL012_02,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-19.323-f67276ffbafcaa8b-30-359.jpg,0.87,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:359,Pyrethroid Spray Catch (PSC),2023-01-09T18:13:56.935Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:13:56.935Z
LIRA-05BJ-02,11/1/23,JOL012_02,Other,Female,UF - Unfed,,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-13-33-18.998-459d004632e3d0c1-9-120.jpg,0.87,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.458333333,Human Landing Catch (HLC),2023-01-11T13:33:43.318Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T13:33:43.318Z
Lira03BJ-03,9/1/23,JOL013,Culex,Female,G - Gravid,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-19.718-f67276ffbafcaa8b-30-360.jpg,0.56,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:360,Pyrethroid Spray Catch (PSC),2023-01-09T18:13:36.332Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:13:36.332Z
LIRA-05BJ-02,11/1/23,JOL013,Anopheles gambiae,Female,FF - Fully Fed,MANSONIA,,UF - Unfed,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-13-33-19.025-459d004632e3d0c1-9-121.jpg,0.87,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.459027778,Human Landing Catch (HLC),2023-01-11T13:33:37.077Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T13:33:37.077Z
Lira03BJ-03,9/1/23,JOL013_01,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-24.589-f67276ffbafcaa8b-30-361.jpg,0.76,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:361,Pyrethroid Spray Catch (PSC),2023-01-09T18:13:44.375Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:13:44.375Z
LIRA-05BJ-02,11/1/23,JOL013_01,Anopheles gambiae,Female,UF - Unfed,MANSONIA,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-17-57-23.206-459d004632e3d0c1-9-122.jpg,0.88,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.459722222,Human Landing Catch (HLC),2023-01-11T17:57:43.342Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T17:57:43.342Z
Lira03BJ-03,9/1/23,JOL013_02,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-28.807-f67276ffbafcaa8b-30-362.jpg,0.87,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:362,Pyrethroid Spray Catch (PSC),2023-01-09T18:13:54.748Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:13:54.748Z
LIRA-05BJ-02,11/1/23,JOL013_02,Anopheles gambiae,Female,UF - Unfed,Other,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-13-33-19.152-459d004632e3d0c1-9-123.jpg,0.78,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.460416667,Human Landing Catch (HLC),2023-01-11T13:33:45.591Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T13:33:45.591Z
Lira03BJ-03,9/1/23,JOL014,Anopheles other,Female,G - Gravid,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-33.135-f67276ffbafcaa8b-30-363.jpg,0.89,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:363,Pyrethroid Spray Catch (PSC),2023-01-09T18:13:57.199Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:13:57.199Z
LIRA-05BJ-02,11/1/23,JOL014,Anopheles gambiae,Female,UF - Unfed,MANSONIA,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-17-57-23.243-459d004632e3d0c1-9-124.jpg,0.55,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.461111111,Human Landing Catch (HLC),2023-01-11T17:57:42.439Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T17:57:42.439Z
Lira03BJ-03,9/1/23,JOL014_01,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-13-54-06.436-f67276ffbafcaa8b-30-364.jpg,0.83,Yes,Fresh,,,,,,f67276ffbafcaa8b:afe9ebb6-c589-4109-a3d2-4da1726fbd5b,30:364,Pyrethroid Spray Catch (PSC),2023-01-09T13:55:05.875Z,VectorCam V2,FALSE,Jovan,,2023-01-09T13:55:05.875Z
Lira03BJ-03,9/1/23,JOL014_01,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-37.164-f67276ffbafcaa8b-30-364.jpg,0.83,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:364,Pyrethroid Spray Catch (PSC),2023-01-09T18:14:00.431Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:14:00.431Z
LIRA-05BJ-02,11/1/23,JOL014_01,Anopheles gambiae,Female,UF - Unfed,MANSONIA,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-13-33-19.233-459d004632e3d0c1-9-125.jpg,0.72,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.461805556,Human Landing Catch (HLC),2023-01-11T13:33:42.693Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T13:33:42.693Z
Lira03BJ-03,9/1/23,JOL014_02,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-39-00.774-f67276ffbafcaa8b-30-365.jpg,0.87,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:365,Pyrethroid Spray Catch (PSC),2023-01-09T18:14:03.388Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:39:19.970Z
LIRA-05BJ-02,11/1/23,JOL014_02,Anopheles gambiae,Female,UF - Unfed,MANSONIA,,,,Uganda,LIRA,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-11-17-57-23.312-459d004632e3d0c1-9-126.jpg,0.9,Yes,Fresh,,,,,,459d004632e3d0c1:42afe9cc-33a8-451b-891d-1ba246f0d1e1,0.4625,Human Landing Catch (HLC),2023-01-11T17:57:43.914Z,VectorCam V2,FALSE,jovan,MANSONIA,2023-01-11T17:57:43.914Z
Lira03BJ-03,9/1/23,JOL015,Anopheles funestus,Female,G - Gravid,,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-55.647-f67276ffbafcaa8b-30-366.jpg,0.89,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:366,Pyrethroid Spray Catch (PSC),2023-01-09T18:14:25.684Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:14:25.684Z
Lira03BJ-03,9/1/23,JOL015_01,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-57.809-f67276ffbafcaa8b-30-367.jpg,0.85,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:367,Pyrethroid Spray Catch (PSC),2023-01-09T18:14:30.783Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:14:30.783Z
Lira03BJ-03,9/1/23,JOL015_02,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-13-58.021-f67276ffbafcaa8b-30-368.jpg,0.46,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,30:368,Pyrethroid Spray Catch (PSC),2023-01-09T18:14:16.795Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:14:16.795Z
Lira03BJ-04,9/1/23,JOL015_03,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-12.287-f67276ffbafcaa8b-31-369.jpg,0.95,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:369,Pyrethroid Spray Catch (PSC),2023-01-09T18:06:58.526Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:27.013Z
Lira03BJ-04,9/1/23,JOL016,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-12.280-f67276ffbafcaa8b-31-370.jpg,0.93,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:370,Pyrethroid Spray Catch (PSC),2023-01-09T14:29:53.676Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:27.486Z
Lira03BJ-04,9/1/23,JOL016_01,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-12.305-f67276ffbafcaa8b-31-371.jpg,0.94,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:371,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:28.410Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:28.410Z
Lira03BJ-04,9/1/23,JOL016_02,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-06-30.904-f67276ffbafcaa8b-31-372.jpg,0.89,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:372,Pyrethroid Spray Catch (PSC),2023-01-09T14:30:00.579Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:06:40.517Z
Lira03BJ-04,9/1/23,JOL017,Anopheles funestus,Female,UF - Unfed,,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-12.301-f67276ffbafcaa8b-31-373.jpg,0.84,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:373,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:28.816Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:28.816Z
Lira03BJ-04,9/1/23,JOL017_01,Anopheles funestus,Female,UF - Unfed,,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-14-29-08.540-f67276ffbafcaa8b-31-374.jpg,0.83,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:374,Pyrethroid Spray Catch (PSC),2023-01-09T14:30:08.663Z,VectorCam V2,FALSE,Jovan,,2023-01-09T14:30:08.663Z
Lira03BJ-04,9/1/23,JOL017_02,Anopheles funestus,Female,FF - Fully Fed,,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-12.378-f67276ffbafcaa8b-31-375.jpg,0.62,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:375,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:01.025Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:27.515Z
Lira03BJ-04,9/1/23,JOL018,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-27.979-f67276ffbafcaa8b-31-376.jpg,0.91,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:376,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:43.213Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:43.213Z
Lira03BJ-04,9/1/23,JOL018_01,Anopheles funestus,Male,UF - Unfed,,Female,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-28.454-f67276ffbafcaa8b-31-377.jpg,0.94,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:377,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:47.454Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:47.454Z
Lira03BJ-04,9/1/23,JOL018_02,Anopheles funestus,Female,UF - Unfed,,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-29.348-f67276ffbafcaa8b-31-378.jpg,0.94,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:378,Pyrethroid Spray Catch (PSC),2023-01-09T14:30:26.438Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:58.149Z
Lira03BJ-04,9/1/23,JOL019,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-30.966-f67276ffbafcaa8b-31-379.jpg,0.83,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:379,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:55.222Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:55.222Z
Lira03BJ-04,9/1/23,JOL019_01,Anopheles other,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-34.621-f67276ffbafcaa8b-31-380.jpg,0.88,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:380,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:56.581Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:56.581Z
Lira03BJ-04,9/1/23,JOL019_02,Culex,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-45.499-f67276ffbafcaa8b-31-381.jpg,0.91,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:381,Pyrethroid Spray Catch (PSC),2023-01-09T18:07:56.127Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:07:56.127Z
Lira03BJ-04,9/1/23,JOL019_03,Anopheles funestus,Female,G - Gravid,,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-49.584-f67276ffbafcaa8b-31-382.jpg,0.56,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:382,Pyrethroid Spray Catch (PSC),2023-01-09T18:08:15.309Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:08:15.309Z
Lira03BJ-04,9/1/23,JOL020,Anopheles other,Female,UF - Unfed,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-57.246-f67276ffbafcaa8b-31-383.jpg,0.83,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:383,Pyrethroid Spray Catch (PSC),2023-01-09T18:08:21.560Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:08:21.560Z
Lira03BJ-04,9/1/23,JOL020_01,Anopheles other,Female,UF - Unfed,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-09-18-07-57.466-f67276ffbafcaa8b-31-384.jpg,0.92,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:384,Pyrethroid Spray Catch (PSC),2023-01-09T18:08:17.692Z,VectorCam V2,FALSE,Jovan,,2023-01-09T18:08:17.692Z
Lira03BJ-04,9/1/23,JOL020_02,Anopheles gambiae,Female,G - Gravid,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,,0.87,Yes,Fresh,,,,,,f67276ffbafcaa8b:6c15de9d-477a-4aaa-ab7a-1b91e5661b4a,31:385,Pyrethroid Spray Catch (PSC),2023-01-09T18:08:05.276Z,VectorCam V2,FALSE,Jovan,,2023-01-09T19:57:09.229Z
Lira -04-BJ-2.06,10/1/23,JOL038,Anopheles gambiae,Female,G - Gravid,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-13-36.549-459d004632e3d0c1-5-52.jpg,0.86,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:52,CDC Light Trap,2023-01-10T17:13:41.805Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:13:41.805Z
Lira -04-BJ-2.06,10/1/23,JOL038_01,Anopheles gambiae,Female,UF - Unfed,,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-13-37.541-459d004632e3d0c1-5-53.jpg,0.71,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:53,CDC Light Trap,2023-01-10T17:07:17.150Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:13:42.975Z
Lira -04-BJ-2.06,10/1/23,JOL038_02,Anopheles gambiae,Male,UF - Unfed,,Female,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.451-459d004632e3d0c1-5-54.jpg,0.89,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:54,CDC Light Trap,2023-01-10T17:07:25.743Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:25.743Z
Lira -04-BJ-2.06,10/1/23,JOL039,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.499-459d004632e3d0c1-5-55.jpg,0.83,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:55,CDC Light Trap,2023-01-10T17:07:25.846Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:25.846Z
Lira -04-BJ-2.06,10/1/23,JOL039_01,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.650-459d004632e3d0c1-5-56.jpg,0.89,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:56,CDC Light Trap,2023-01-10T17:07:24.854Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:24.854Z
Lira -04-BJ-2.06,10/1/23,JOL039_02,Anopheles gambiae,Male,UF - Unfed,Anopheles funestus,Female,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.729-459d004632e3d0c1-5-57.jpg,0.74,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:57,CDC Light Trap,2023-01-10T17:07:27.861Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:27.861Z
Lira -04-BJ-2.06,10/1/23,JOL040,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.787-459d004632e3d0c1-5-58.jpg,0.92,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:58,CDC Light Trap,2023-01-10T17:07:27.506Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:27.506Z
Lira -04-BJ-2.06,10/1/23,JOL040_01,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.879-459d004632e3d0c1-5-59.jpg,0.87,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,5:59,CDC Light Trap,2023-01-10T17:07:27.660Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:27.660Z
Lira -04-BJ-2.06,10/1/23,JOL040_02,Culex,Male,UF - Unfed,Anopheles funestus,Female,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-53.948-459d004632e3d0c1-5-60.jpg,0.92,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.25,CDC Light Trap,2023-01-10T17:07:28.877Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:28.877Z
Lira -04-BJ-2.06,10/1/23,JOL040_03,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-54.024-459d004632e3d0c1-5-61.jpg,0.83,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.250694444,CDC Light Trap,2023-01-10T17:07:29.179Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:29.179Z
Lira -04-BJ-2.06,10/1/23,JOL041,Anopheles gambiae,Female,G - Gravid,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-58.994-459d004632e3d0c1-5-62.jpg,0.86,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.251388889,CDC Light Trap,2023-01-10T17:07:27.493Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:27.493Z
Lira -04-BJ-2.06,10/1/23,JOL041_01,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-13-36.581-459d004632e3d0c1-5-63.jpg,0.82,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.252083333,CDC Light Trap,2023-01-10T17:07:20.280Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:13:41.833Z
Lira -04-BJ-2.06,10/1/23,JOL041_02,Anopheles gambiae,Female,UF - Unfed,Anopheles funestus,,FF - Fully Fed,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-59.020-459d004632e3d0c1-5-64.jpg,0.82,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.252777778,CDC Light Trap,2023-01-10T17:07:27.523Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:27.523Z
Lira -04-BJ-2.06,10/1/23,JOL042,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-59.011-459d004632e3d0c1-5-65.jpg,0.88,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.253472222,CDC Light Trap,2023-01-10T17:07:26.164Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:26.164Z
Lira -04-BJ-2.06,10/1/23,JOL042_01,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-06-59.010-459d004632e3d0c1-5-66.jpg,0.77,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.254166667,CDC Light Trap,2023-01-10T17:07:26.640Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:07:26.640Z
Lira -04-BJ-2.06,10/1/23,JOL042_02,Anopheles gambiae,Female,FF - Fully Fed,Anopheles funestus,,,,Uganda,Lira,Amuca,http://137.184.182.201:5005/images/session/image-2023-01-10-17-13-36.650-459d004632e3d0c1-5-67.jpg,0.86,Yes,Fresh,,,,,,459d004632e3d0c1:438c7659-33c6-43da-95c3-ccc1d066b6e9,0.254861111,CDC Light Trap,2023-01-10T17:13:41.981Z,VectorCam V2,FALSE,jovan,,2023-01-10T17:13:41.981Z
